,COUNTYFP,TRACTCE,GEOID,geometry,Estimated Pop. Under 5,Percent Under 5
57,005,037900,36005037900,"POLYGON ((-73.902102 40.848319, -73.900949 40.848425, -73.900694 40.850253, -73.900442 40.851077, -73.900003 40.852517, -73.899317 40.85407, -73.898776 40.855364, -73.898165 40.855146, -73.898635 40.853907, -73.897099 40.855172, -73.89644 40.854908, -73.895609 40.854571, -73.897087 40.851969, -73.898086 40.850213, -73.899671 40.847438, -73.900963 40.847697, -73.901955 40.848059, -73.902102 40.848319))",867,14.1
58,005,005300,36005005300,"POLYGON ((-73.92248166735574 40.852759083952314, -73.922199 40.853112, -73.921626 40.853966, -73.921581 40.854046, -73.921536 40.854127, -73.921405 40.854358, -73.919595 40.853339, -73.920717 40.852124, -73.922288 40.850277, -73.92242 40.850123, -73.923904 40.850488, -73.923647 40.850902, -73.922978 40.852022, -73.92248166735574 40.852759083952314))",706,12.9
59,061,001300,36061001300,"POLYGON ((-74.015513 40.707707, -74.014856 40.709394, -74.014697 40.709779, -74.014358 40.711006, -74.014147 40.712213, -74.0137 40.713668, -74.011663 40.712798, -74.010122 40.712085, -74.008601 40.711392, -74.009063 40.710887, -74.010542 40.709154, -74.011012 40.708594, -74.012508 40.706767, -74.013254 40.705871, -74.013286 40.704655, -74.014289 40.704549, -74.016628 40.704799, -74.015513 40.707707))",110,2.3
60,061,025500,36061025500,"POLYGON ((-73.943187 40.849755, -73.944069 40.84785, -73.942054 40.848317, -73.939524 40.847838, -73.939779 40.84721, -73.940518 40.845369, -73.941142 40.844049, -73.942013 40.84281, -73.942279 40.842154, -73.943066 40.840193, -73.94468 40.841051, -73.946502 40.841241, -73.947721 40.841448, -73.946294 40.843681, -73.946176 40.844037, -73.946049 40.84458, -73.946201 40.845017, -73.946287 40.845576, -73.946451 40.84596, -73.946574 40.846289, -73.946528 40.846518, -73.946813 40.846828, -73.946894 40.847231, -73.946795 40.847453, -73.946701 40.847673, -73.94674 40.848482, -73.947005 40.850459, -73.943187 40.849755))",222,3.8
61,047,055800,36047055800,"POLYGON ((-73.957724 40.6058, -73.955831 40.606008, -73.954869 40.606114, -73.953922 40.606217, -73.953037 40.601506, -73.953978 40.601401, -73.954942 40.601297, -73.955905 40.601191, -73.95683 40.601087, -73.957724 40.6058))",262,10.4
62,081,071303,36081071303,"POLYGON ((-73.853588 40.727135, -73.851778 40.727697, -73.849247 40.72845, -73.849126 40.727718, -73.848882 40.727025, -73.848082 40.72573, -73.846871 40.724558, -73.846544 40.723889, -73.84733 40.722933, -73.84895 40.723766, -73.849799 40.724402, -73.85042 40.725038, -73.851633 40.726201, -73.852448 40.726705, -73.853588 40.727135))",438,7.5
63,047,072400,36047072400,"POLYGON ((-73.931531 40.635006, -73.927448 40.635259, -73.925706 40.635367, -73.922832 40.635543, -73.922587 40.633209, -73.925456 40.633028, -73.929836 40.632756, -73.930312 40.632726, -73.931273 40.632666, -73.931531 40.635006))",44,2.3
64,061,019702,36061019702,"POLYGON ((-73.959147 40.801844, -73.958249 40.803107, -73.958204 40.803894, -73.957782 40.803728, -73.956321 40.803115, -73.957238 40.801858, -73.957696 40.801232, -73.957993 40.800827, -73.958195 40.800553, -73.959647 40.801156, -73.959147 40.801844))",207,6.7
65,047,041000,36047041000,"POLYGON ((-73.977828 40.603586, -73.976902 40.603687, -73.975971 40.603804, -73.975543 40.601465, -73.974364 40.601596, -73.973408 40.601702, -73.972565 40.601794, -73.972911 40.599315, -73.973755 40.599221, -73.97601 40.598979, -73.976935 40.59887, -73.977828 40.603586))",210,10.2
66,061,002500,36061002500,"MULTIPOLYGON (((-73.994498 40.704318, -73.994341 40.704429, -73.993861 40.704556, -73.993807 40.70454, -73.99377858733767 40.70445920149149, -73.994498 40.704318)), ((-73.999701 40.71178, -73.996947 40.712072, -73.996782 40.711364, -73.996444 40.710199, -73.996354 40.709785, -73.996222 40.709181, -73.996005 40.708895, -73.997643 40.708641, -73.998184 40.708483, -73.999177 40.708022, -73.999495 40.708279, -74.001419 40.709815, -74.000776 40.71064, -74.00051 40.710984, -73.999701 40.71178)))",148,2.8
67,047,003900,36047003900,"POLYGON ((-73.982661 40.686086, -73.981817 40.68733, -73.979363 40.686682, -73.978026 40.684864, -73.978337 40.684395, -73.978743 40.68376, -73.979605 40.682489, -73.981993 40.683418, -73.983953 40.684182, -73.982661 40.686086))",287,12.2
68,081,018900,36081018900,"POLYGON ((-73.930597 40.740598, -73.930227 40.742446, -73.927444 40.742123, -73.92655 40.74202, -73.925588 40.741908, -73.924664 40.7418, -73.92503 40.739955, -73.925399 40.738111, -73.92763 40.738401, -73.928227 40.738206, -73.929946 40.737536, -73.930237 40.737674, -73.931102 40.73807, -73.930597 40.740598))",281,8.3
69,081,078800,36081078800,"POLYGON ((-73.791652 40.67349, -73.790474 40.673391, -73.788085 40.67301, -73.788831 40.669823, -73.78941 40.666841, -73.792174 40.66704, -73.79155 40.670207, -73.792438 40.670328, -73.791652 40.67349))",60,2.9
70,081,018502,36081018502,"POLYGON ((-73.924664 40.7418, -73.923739 40.741692, -73.921883 40.741478, -73.920956 40.741362, -73.919099 40.741155, -73.919466 40.739312, -73.921321 40.739525, -73.923176 40.73974, -73.924105 40.739848, -73.92503 40.739955, -73.924664 40.7418))",161,5.1
71,047,073800,36047073800,"POLYGON ((-73.941681 40.624907, -73.94072 40.625015, -73.939557 40.625158, -73.937226 40.622958, -73.936637 40.622401, -73.93538 40.621216, -73.936336 40.620611, -73.940805 40.620125, -73.940851 40.620458, -73.941229 40.622517, -73.941681 40.624907))",441,11.4
72,081,044302,36081044302,"POLYGON ((-73.867557 40.741678, -73.866033 40.742036, -73.86241 40.74289, -73.861855 40.741589, -73.860734 40.739636, -73.860072 40.738373, -73.8623 40.737682, -73.864047 40.737163, -73.86583 40.736643, -73.866095 40.737251, -73.86648 40.738211, -73.86704 40.739572, -73.867147 40.739837, -73.867318 40.740261, -73.867563 40.740942, -73.867557 40.741678))",153,3.6
73,081,008600,36081008600,"POLYGON ((-73.844724 40.680707, -73.843074 40.680463, -73.839764 40.679997, -73.839521 40.679962, -73.838035 40.676636, -73.836981 40.674678, -73.839874 40.673979, -73.843329 40.67374, -73.843356 40.675049, -73.843643 40.67605, -73.843837 40.676744, -73.844055 40.678054, -73.844383 40.678773, -73.844928 40.680274, -73.844724 40.680707))",90,3.2
74,005,025000,36005025000,"POLYGON ((-73.860121 40.851627, -73.856895 40.85308, -73.854408 40.8542, -73.852897 40.852264, -73.851368 40.850304, -73.853046 40.849547, -73.854573 40.851509, -73.855383 40.851144, -73.85619 40.850779, -73.858617 40.849687, -73.860121 40.851627))",190,7.3
75,047,034000,36047034000,"POLYGON ((-74.002548 40.573327, -74.00031 40.572933, -73.998088 40.572752, -73.997044 40.572751, -73.994904 40.572873, -73.992773 40.573198, -73.991743 40.57343, -73.991387 40.571656, -73.994726 40.57152, -74.000088 40.571809, -74.002366 40.572318, -74.002548 40.573327))",86,4.3
76,047,013300,36047013300,"POLYGON ((-73.984199 40.675774, -73.983901 40.676148, -73.983472 40.676781, -73.983041 40.677417, -73.98046 40.676413, -73.97796 40.675438, -73.97839 40.674805, -73.978822 40.674171, -73.979415 40.67346, -73.979917 40.672858, -73.982277 40.674, -73.984702 40.675173, -73.984199 40.675774))",556,12.2
77,081,119500,36081119500,"POLYGON ((-73.803595 40.756324, -73.80266 40.756252, -73.801724 40.756179, -73.794747 40.755628, -73.794577 40.753563, -73.797325 40.753871, -73.803007 40.753699, -73.803946 40.753699, -73.803595 40.756324))",87,5.6
78,081,081400,36081081400,"POLYGON ((-73.806789 40.669244, -73.806453 40.670729, -73.806197 40.674784, -73.803597 40.674551, -73.801793 40.674394, -73.801393 40.673117, -73.801255 40.67126, -73.801221 40.669108, -73.80166 40.666756, -73.804491 40.666862, -73.805452 40.666896, -73.807143 40.667669, -73.806789 40.669244))",403,8.1
79,081,015300,36081015300,"POLYGON ((-73.916604 40.757848, -73.914696 40.760188, -73.913897 40.759818, -73.913087 40.759438, -73.91149 40.758693, -73.910684 40.758319, -73.912397 40.756236, -73.912611 40.755971, -73.913411 40.756348, -73.915007 40.757098, -73.915806 40.757473, -73.916604 40.757848))",91,4.8
80,047,072000,36047072000,"POLYGON ((-73.924005 40.628567, -73.920418 40.630904, -73.918604 40.632096, -73.918162 40.628005, -73.917995 40.626458, -73.920869 40.626251, -73.921119 40.628586, -73.924298 40.628386, -73.924005 40.628567))",129,6.1
81,047,013100,36047013100,"POLYGON ((-73.982182 40.678686, -73.981755 40.679317, -73.981324 40.679952, -73.97956 40.679287, -73.978676 40.679047, -73.97618 40.678065, -73.976616 40.677431, -73.977102 40.676707, -73.97796 40.675438, -73.98046 40.676413, -73.983041 40.677417, -73.982182 40.678686))",405,10.3
82,047,050700,36047050700,"POLYGON ((-73.951288 40.700922, -73.949379 40.702159, -73.947052 40.703664, -73.945855 40.702987, -73.94545 40.70276, -73.944005 40.701962, -73.942201 40.700891, -73.941931 40.700725, -73.944388 40.700425, -73.947128 40.700123, -73.950091 40.699791, -73.950756 40.700445, -73.951288 40.700922))",984,26.0
83,081,058900,36081058900,"POLYGON ((-73.908579 40.706598, -73.907477 40.707677, -73.906257 40.708867, -73.904777 40.70799, -73.904033 40.707551, -73.903652 40.707853, -73.90284 40.706494, -73.902802 40.706427, -73.902453 40.705837, -73.902119 40.705149, -73.901997 40.704871, -73.90229 40.704608, -73.903381 40.703538, -73.904124 40.703974, -73.904865 40.704409, -73.906352 40.705285, -73.907093 40.705722, -73.907836 40.70616, -73.908579 40.706598))",321,6.4
84,047,052600,36047052600,"POLYGON ((-73.968791 40.639256, -73.967917 40.63965, -73.967044 40.64004, -73.966174 40.640431, -73.965792 40.638441, -73.965382 40.636279, -73.965082 40.634683, -73.964805 40.633249, -73.966777 40.632295, -73.967406 40.63447, -73.967627 40.635238, -73.968039 40.636651, -73.968224 40.637297, -73.968722 40.639018, -73.968791 40.639256))",382,8.7
85,081,084902,36081084902,"POLYGON ((-73.833678 40.756321, -73.829469 40.758194, -73.829134 40.757523, -73.82828 40.755392, -73.829961 40.754768, -73.830748 40.755744, -73.833103 40.754661, -73.833678 40.756321))",92,2.3
86,081,053501,36081053501,"POLYGON ((-73.915663 40.713469, -73.913492 40.714891, -73.915167 40.718555, -73.912321 40.719348, -73.911321 40.719624, -73.90966 40.717793, -73.909763 40.717737, -73.911187 40.716947, -73.911739 40.71641, -73.912892 40.715403, -73.911739 40.714724, -73.911595 40.714641, -73.910158 40.713822, -73.910778 40.713188, -73.913038 40.713332, -73.91467 40.713437, -73.915663 40.713469))",98,7.1
87,047,044500,36047044500,"POLYGON ((-73.923083 40.703975, -73.92141 40.70567, -73.919222 40.707815, -73.917737 40.706943, -73.916253 40.706066, -73.918504 40.703858, -73.920075 40.702259, -73.920827 40.702686, -73.92158 40.703115, -73.922331 40.703543, -73.923083 40.703975))",96,2.1
88,081,022001,36081022001,"POLYGON ((-73.825705 40.716063, -73.821428 40.716787, -73.820323 40.71666, -73.817817 40.715843, -73.816442 40.715785, -73.816433 40.715644, -73.816534 40.714226, -73.816842 40.713475, -73.818831 40.710384, -73.81915 40.708428, -73.819459 40.708396, -73.820662 40.709869, -73.823426 40.712284, -73.823955 40.712853, -73.824283 40.713826, -73.825705 40.716063))",695,10.5
89,081,085700,36081085700,"POLYGON ((-73.82709 40.757143, -73.825185 40.757649, -73.823213 40.75818, -73.820758 40.758842, -73.820636 40.758872, -73.820045 40.758483, -73.819233 40.757947, -73.823979 40.754868, -73.824718 40.755488, -73.825781 40.756354, -73.82709 40.757143))",194,3.9
90,047,118201,36047118201,"POLYGON ((-73.874054 40.689299, -73.872603 40.689921, -73.870948 40.690502, -73.869909 40.686116, -73.870704 40.685918, -73.872739 40.68541, -73.873222 40.686939, -73.874054 40.689299))",383,11.5
91,061,013604,36061013604,"POLYGON ((-73.950798 40.774927, -73.950339 40.775564, -73.948084 40.774611, -73.945728 40.773622, -73.946195 40.772985, -73.946656 40.772351, -73.94901 40.773342, -73.951261 40.774292, -73.950798 40.774927))",29,0.7
92,047,078802,36047078802,"POLYGON ((-73.948265 40.638607, -73.946449 40.63872, -73.945373 40.638787, -73.945123 40.636448, -73.94615 40.636385, -73.948015 40.636267, -73.948265 40.638607))",51,2.8
93,047,037900,36047037900,"POLYGON ((-73.922545 40.681936, -73.919866 40.682254, -73.917122 40.682568, -73.916977 40.681834, -73.916831 40.681101, -73.916687 40.680371, -73.91654 40.679637, -73.916393 40.678906, -73.916301 40.678577, -73.921646 40.67887, -73.922132 40.679745, -73.922427 40.681211, -73.922545 40.681936))",298,5.8
94,005,031600,36005031600,"POLYGON ((-73.850212 40.861026, -73.850151 40.86289, -73.850096 40.864627, -73.849525 40.865322, -73.847185 40.865283, -73.847261 40.86284, -73.847321 40.860973, -73.847397 40.858683, -73.849309 40.858718, -73.850282 40.858657, -73.850212 40.861026))",65,3.3
95,005,044400,36005044400,"POLYGON ((-73.846936 40.90152, -73.846802 40.901552, -73.845471 40.901838, -73.844569 40.902037, -73.840999 40.902812, -73.839149 40.899061, -73.839649 40.897891, -73.84248 40.897267, -73.844165 40.896896, -73.845105 40.89669, -73.846875 40.8963, -73.848219 40.899828, -73.846936 40.90152))",222,4.7
96,081,019903,36081019903,"POLYGON ((-73.93742 40.733762, -73.93478 40.735554, -73.931614 40.736826, -73.925834 40.735706, -73.924035 40.735098, -73.922573 40.734286, -73.924676 40.732981, -73.927512 40.729122, -73.928765 40.729332, -73.931639 40.729223, -73.935394 40.731768, -73.93742 40.733762))",0,
97,081,018200,36081018200,"POLYGON ((-73.803356 40.677644, -73.798215 40.679097, -73.797535 40.677739, -73.79727 40.677195, -73.795935 40.676597, -73.794726 40.673761, -73.795705 40.67385, -73.798365 40.674087, -73.801216 40.674344, -73.801793 40.674394, -73.803356 40.677644))",199,7.4
98,005,039800,36005039800,"POLYGON ((-73.855884 40.883861, -73.855104 40.885271, -73.852371 40.884398, -73.849735 40.883555, -73.852033 40.88014, -73.854554 40.880947, -73.857056 40.881745, -73.855884 40.883861))",285,6.8
99,047,059600,36047059600,"POLYGON ((-73.944012 40.591265, -73.942154 40.591469, -73.941233 40.591572, -73.939238 40.591789, -73.939641 40.593922, -73.93778 40.594126, -73.937375 40.591995, -73.936985 40.589871, -73.938837 40.589671, -73.939796 40.589565, -73.941754 40.589349, -73.943609 40.589147, -73.944012 40.591265))",43,1.8
100,005,039600,36005039600,"POLYGON ((-73.862416 40.884281, -73.86164 40.885693, -73.860862 40.887097, -73.857986 40.886191, -73.855104 40.885271, -73.855884 40.883861, -73.857056 40.881745, -73.859941 40.882665, -73.862803 40.883574, -73.862416 40.884281))",284,6.3
101,047,014901,36047014901,"POLYGON ((-73.985948 40.66563, -73.983586 40.664489, -73.981225 40.663347, -73.982231 40.662142, -73.984591 40.663284, -73.986951 40.664425, -73.985948 40.66563))",110,7.0
102,081,001000,36081001000,"POLYGON ((-73.862148 40.69215, -73.860896 40.692318, -73.859097 40.692519, -73.85732 40.692623, -73.856645 40.691015, -73.85619 40.689759, -73.858737 40.689041, -73.861349 40.688695, -73.861657 40.690047, -73.861811 40.690724, -73.862148 40.69215))",276,5.7
103,047,029400,36047029400,"POLYGON ((-74.000069 40.595934, -73.998672 40.597269, -73.99734 40.598552, -73.995932 40.597579, -73.995225 40.597093, -73.996747 40.595643, -73.995308 40.594428, -73.996194 40.593992, -73.997368 40.593974, -73.998594 40.593555, -74.00095 40.592514, -74.001105 40.592519, -74.002039 40.59406, -74.00207366316364 40.59411221837879, -74.000069 40.595934))",83,3.2
104,005,051602,36005051602,"POLYGON ((-73.77155050544724 40.86001683399821, -73.771004 40.860109, -73.77005019281415 40.85973765905481, -73.768867 40.858341, -73.768328 40.85789594042671, -73.768328 40.857722, -73.768218 40.85763, -73.766902 40.856583, -73.766449 40.856302, -73.7652667424847 40.85535619398777, -73.76628344270544 40.854797282663526, -73.766339 40.854784, -73.766816 40.854551, -73.767049 40.854502, -73.767214 40.854502, -73.767979 40.854245, -73.768292 40.853706, -73.768524 40.853321, -73.768622 40.853247, -73.768934 40.853168, -73.769161 40.853039, -73.769234 40.852843, -73.769259 40.852501, -73.769155 40.852072, -73.76873030709461 40.85098201195855, -73.76923658440599 40.848884155353446, -73.769546 40.848167, -73.769626 40.847891, -73.769626 40.847659, -73.769351 40.847096, -73.768977 40.846661, -73.767857 40.845541, -73.767821 40.845126, -73.768042 40.845092, -73.768286 40.845067, -73.768748 40.845033, -73.768966 40.844907, -73.769126 40.844899, -73.770058 40.845747, -73.770629 40.846419, -73.770931 40.846771, -73.77125 40.846939, -73.771477 40.847065, -73.771628 40.847368, -73.771578 40.847586, -73.77136 40.847804, -73.771242 40.848518, -73.77104 40.84924, -73.770998 40.849627, -73.771015 40.849895, -73.771921 40.851356, -73.771983 40.851497, -73.77208 40.851595, -73.772264 40.851644, -73.77251 40.851679, -73.772503 40.852023, -73.772503 40.852225, -73.772478 40.852354, -73.772423 40.852439, -73.772331 40.852458, -73.77216 40.852458, -73.772019 40.852476, -73.771866 40.852531, -73.771836 40.852678, -73.77183 40.852813, -73.771915 40.852905, -73.772117 40.852923, -73.772295 40.852978, -73.772356 40.853143, -73.772393 40.853884, -73.771995 40.854361, -73.771658 40.854912, -73.771597 40.855555, -73.771615 40.855843, -73.771713 40.856051, -73.771695 40.856277, -73.771683 40.856596, -73.771725 40.856914, -73.771989 40.857465, -73.772093 40.857618, -73.772111 40.857648, -73.772191 40.858475, -73.77216 40.858683, -73.772087 40.858854, -73.772123 40.858989, -73.772387 40.859454, -73.77246 40.85965, -73.77244289516536 40.85973694957612, -73.77155050544724 40.86001683399821))",0,
105,081,012000,36081012000,"POLYGON ((-73.8313 40.693058, -73.829668 40.693517, -73.827972 40.693992, -73.827181 40.692378, -73.826594 40.691179, -73.825988 40.689946, -73.828511 40.689239, -73.829336 40.689004, -73.830526 40.691431, -73.8313 40.693058))",94,4.1
106,047,080000,36047080000,"POLYGON ((-73.957044 40.661965, -73.9537 40.662174, -73.95081 40.662354, -73.950724 40.661569, -73.950644 40.660827, -73.950569 40.660117, -73.950493 40.659405, -73.956725 40.659017, -73.956801 40.65973, -73.956875 40.660442, -73.956958 40.66118, -73.957044 40.661965))",102,2.8
107,047,065000,36047065000,"POLYGON ((-73.936336 40.620611, -73.93538 40.621216, -73.9331 40.622694, -73.932195 40.623269, -73.931951 40.62106, -73.931731 40.617927, -73.932487 40.617432, -73.933205 40.61697, -73.935018 40.6186, -73.936867 40.620253, -73.936336 40.620611))",147,9.6
108,047,118202,36047118202,"POLYGON ((-73.870128 40.690709, -73.868059 40.691184, -73.867277 40.687745, -73.867018 40.68683, -73.869084 40.686322, -73.869909 40.686116, -73.870948 40.690502, -73.870128 40.690709))",428,12.0
109,047,021600,36047021600,"POLYGON ((-74.004107 40.63406, -74.001957 40.635497, -74.000016 40.634326, -73.997813 40.632996, -73.995617 40.631667, -73.997359 40.629986, -73.999561 40.631315, -74.001764 40.632645, -74.003989 40.63399, -74.004107 40.63406))",541,13.7
110,085,015602,36085015602,"POLYGON ((-74.169013 40.540098, -74.168227 40.540249, -74.166089 40.541655, -74.164765 40.542672, -74.164231 40.543301, -74.161024 40.539898, -74.15852 40.537237, -74.157537 40.536294, -74.155933 40.535354, -74.153975 40.534268, -74.157047 40.531228, -74.158511 40.530566, -74.161349 40.529374, -74.165265 40.534748, -74.168293 40.538931, -74.169013 40.540098))",180,5.1
111,047,041300,36047041300,"POLYGON ((-73.913946 40.689409, -73.9125 40.690883, -73.911053 40.692358, -73.910298 40.69193, -73.908797 40.691075, -73.908042 40.690647, -73.907292 40.690219, -73.908742 40.688745, -73.910189 40.687271, -73.91094 40.687699, -73.911692 40.688125, -73.912443 40.688553, -73.913194 40.68898, -73.913946 40.689409))",281,7.7
112,081,025500,36081025500,"POLYGON ((-73.910231 40.752977, -73.905864 40.753404, -73.904917 40.753505, -73.90611 40.750624, -73.906242 40.748128, -73.908117 40.746186, -73.909919 40.747764, -73.910159 40.748502, -73.909711 40.749755, -73.909516 40.750442, -73.909483 40.750561, -73.909847 40.751637, -73.910451 40.752961, -73.910231 40.752977))",80,5.0
113,085,030301,36085030301,"POLYGON ((-74.168482 40.621562, -74.168141 40.622078, -74.155425 40.620069, -74.154291 40.6193, -74.153177 40.620162, -74.151541 40.621202, -74.149503 40.622923, -74.149241 40.623329, -74.148768 40.625104, -74.146145 40.62493, -74.147054 40.622971, -74.148227 40.621502, -74.151983 40.61753, -74.152496 40.616556, -74.153689 40.612322, -74.157312 40.615155, -74.160501 40.617416, -74.168725 40.621209, -74.168482 40.621562))",170,3.0
